Graph A: 40 vertices, 250 edges
Edge thresholds: edges < 230 or edges > 270

Graph     Nodes     Edges     GED            EdgeStatus     
B75       40        258       362            IN_RANGE       
B76       40        249       333            IN_RANGE       
B77       40        256       344            IN_RANGE       
B78       40        243       343            IN_RANGE       
B79       40        271       341            ABOVE          
B80       40        259       347            IN_RANGE       
B81       40        256       354            IN_RANGE       
B82       40        250       344            IN_RANGE       
B83       40        245       343            IN_RANGE       
B84       40        261       333            IN_RANGE       
B85       40        247       345            IN_RANGE       
B86       40        253       337            IN_RANGE       
B87       40        248       348            IN_RANGE       
B88       40        255       335            IN_RANGE       
B89       40        252       328            IN_RANGE       
B90       40        258       344            IN_RANGE       
B91       40        271       361            ABOVE          
B92       40        265       335            IN_RANGE       
B93       40        258       340            IN_RANGE       
B94       40        250       348            IN_RANGE       
B95       40        246       302            IN_RANGE       
B96       40        254       326            IN_RANGE       
B97       40        246       344            IN_RANGE       
B98       40        263       347            IN_RANGE       
B99       40        258       362            IN_RANGE       
B100      40        263       337            IN_RANGE       
B101      40        253       329            IN_RANGE       
B102      40        261       343            IN_RANGE       
B103      40        258       338            IN_RANGE       
B104      40        257       371            IN_RANGE       
B105      40        249       349            IN_RANGE       
B106      40        260       346            IN_RANGE       
B107      40        251       349            IN_RANGE       
B108      40        255       337            IN_RANGE       
B109      40        248       334            IN_RANGE       
B110      40        239       347            IN_RANGE       
B111      40        256       358            IN_RANGE       
B112      40        253       339            IN_RANGE       
B113      40        262       334            IN_RANGE       
B114      40        262       368            IN_RANGE       
B115      40        256       334            IN_RANGE       
B116      40        249       343            IN_RANGE       
B117      40        251       351            IN_RANGE       
B118      40        246       324            IN_RANGE       
B119      40        268       350            IN_RANGE       
B120      40        258       342            IN_RANGE       
B121      40        258       344            IN_RANGE       
B122      40        249       337            IN_RANGE       
B123      40        252       328            IN_RANGE       
B124      40        254       348            IN_RANGE       
B125      40        267       343            IN_RANGE       
B126      40        258       360            IN_RANGE       
B127      40        264       350            IN_RANGE       
B128      40        260       346            IN_RANGE       
B129      40        258       334            IN_RANGE       
B130      40        258       350            IN_RANGE       
B131      40        246       342            IN_RANGE       
B132      40        260       338            IN_RANGE       
B133      40        265       317            IN_RANGE       
B134      40        247       325            IN_RANGE       
B135      40        257       351            IN_RANGE       
B136      40        250       340            IN_RANGE       
B137      40        252       338            IN_RANGE       
B138      40        259       347            IN_RANGE       
B139      40        250       342            IN_RANGE       
B140      40        255       355            IN_RANGE       
B141      40        258       340            IN_RANGE       
B142      40        250       342            IN_RANGE       
B143      40        246       346            IN_RANGE       
B144      40        260       342            IN_RANGE       
B145      40        240       338            IN_RANGE       
B146      40        266       342            IN_RANGE       
B147      40        265       333            IN_RANGE       
B148      40        256       334            IN_RANGE       
B149      40        255       337            IN_RANGE       
B150      40        255       349            IN_RANGE       
B151      40        258       358            IN_RANGE       
B152      40        254       354            IN_RANGE       
B153      40        266       340            IN_RANGE       
B154      40        269       353            IN_RANGE       
B155      40        263       345            IN_RANGE       
B156      40        257       345            IN_RANGE       
B157      40        264       360            IN_RANGE       
B158      40        259       333            IN_RANGE       
B159      40        261       341            IN_RANGE       
B160      40        261       343            IN_RANGE       
B161      40        254       336            IN_RANGE       
B162      40        257       347            IN_RANGE       
B163      40        258       342            IN_RANGE       
B164      40        265       355            IN_RANGE       
B165      40        257       349            IN_RANGE       
B166      40        270       340            IN_RANGE       
B167      40        260       322            IN_RANGE       
B168      40        257       335            IN_RANGE       
B169      40        258       368            IN_RANGE       
B170      40        265       353            IN_RANGE       
B171      40        256       352            IN_RANGE       
B172      40        262       356            IN_RANGE       
B173      40        256       330            IN_RANGE       
B174      40        252       334            IN_RANGE       
B175      40        252       348            IN_RANGE       
B176      40        260       326            IN_RANGE       
B177      40        251       323            IN_RANGE       
B178      40        257       345            IN_RANGE       
B179      40        258       326            IN_RANGE       
B180      40        250       362            IN_RANGE       
B181      40        245       337            IN_RANGE       
B182      40        250       320            IN_RANGE       
B183      40        252       324            IN_RANGE       
B184      40        266       352            IN_RANGE       
B185      40        253       341            IN_RANGE       
B186      40        262       336            IN_RANGE       
B187      40        247       341            IN_RANGE       
B188      40        251       363            IN_RANGE       
B189      40        254       342            IN_RANGE       
B190      40        258       350            IN_RANGE       
B191      40        258       318            IN_RANGE       
B192      40        254       338            IN_RANGE       
B193      40        249       301            IN_RANGE       
B194      40        258       352            IN_RANGE       
B195      40        255       333            IN_RANGE       
B196      40        242       332            IN_RANGE       
B197      40        242       332            IN_RANGE       
B198      40        252       344            IN_RANGE       
B199      40        258       338            IN_RANGE       
B200      40        251       333            IN_RANGE       
B201      40        245       339            IN_RANGE       
B202      40        247       353            IN_RANGE       
B203      40        262       334            IN_RANGE       
B204      40        263       349            IN_RANGE       
B205      40        255       347            IN_RANGE       
B206      40        255       339            IN_RANGE       
B207      40        247       337            IN_RANGE       
B208      40        255       341            IN_RANGE       
B209      40        257       329            IN_RANGE       
B210      40        261       343            IN_RANGE       
B211      40        259       339            IN_RANGE       
B212      40        263       349            IN_RANGE       
B213      40        262       352            IN_RANGE       
B214      40        263       369            IN_RANGE       
B215      40        251       339            IN_RANGE       
B216      40        247       341            IN_RANGE       
B217      40        255       323            IN_RANGE       
B218      40        246       310            IN_RANGE       
B219      40        258       358            IN_RANGE       
B220      40        259       333            IN_RANGE       
B221      40        253       357            IN_RANGE       
B222      40        247       341            IN_RANGE       
B223      40        251       355            IN_RANGE       
B224      40        257       337            IN_RANGE       
B225      40        258       348            IN_RANGE       
B226      40        256       342            IN_RANGE       
B227      40        257       321            IN_RANGE       
B228      40        251       335            IN_RANGE       
B229      40        242       358            IN_RANGE       
B230      40        249       355            IN_RANGE       
B231      40        259       359            IN_RANGE       
B232      40        259       323            IN_RANGE       
B233      40        258       318            IN_RANGE       
B234      40        253       329            IN_RANGE       
B235      40        255       345            IN_RANGE       
B236      40        269       343            IN_RANGE       
B237      40        256       330            IN_RANGE       
B238      40        248       326            IN_RANGE       
B239      40        248       358            IN_RANGE       
B240      40        249       337            IN_RANGE       
B241      40        254       346            IN_RANGE       
B242      40        263       343            IN_RANGE       
B243      40        262       344            IN_RANGE       
B244      40        253       349            IN_RANGE       
B245      40        254       348            IN_RANGE       
B246      40        249       327            IN_RANGE       
B247      40        253       337            IN_RANGE       
B248      40        272       324            ABOVE          
B249      40        245       331            IN_RANGE       
B250      40        255       357            IN_RANGE       
B251      40        254       342            IN_RANGE       
B252      40        252       350            IN_RANGE       
B253      40        251       345            IN_RANGE       
B254      40        260       330            IN_RANGE       
B255      40        242       334            IN_RANGE       
B256      40        261       337            IN_RANGE       
B257      40        267       339            IN_RANGE       
B258      40        253       335            IN_RANGE       
B259      40        248       344            IN_RANGE       
B260      40        254       320            IN_RANGE       
B261      40        252       316            IN_RANGE       
B262      40        255       335            IN_RANGE       
B263      40        250       332            IN_RANGE       
B264      40        266       348            IN_RANGE       
B265      40        255       349            IN_RANGE       
B266      40        266       344            IN_RANGE       
B267      40        265       355            IN_RANGE       
B268      40        251       337            IN_RANGE       
B269      40        257       347            IN_RANGE       
B270      40        259       343            IN_RANGE       
B271      40        269       333            IN_RANGE       
B272      40        264       364            IN_RANGE       
B273      40        267       347            IN_RANGE       
B274      40        257       339            IN_RANGE       
B275      40        249       331            IN_RANGE       
B276      40        253       347            IN_RANGE       
B277      40        259       359            IN_RANGE       
B278      40        245       339            IN_RANGE       
B279      40        254       338            IN_RANGE       
B280      40        252       336            IN_RANGE       
B281      40        265       337            IN_RANGE       
B282      40        262       336            IN_RANGE       
B283      40        261       365            IN_RANGE       
B284      40        263       331            IN_RANGE       
B285      40        250       356            IN_RANGE       
B286      40        254       348            IN_RANGE       
B287      40        260       340            IN_RANGE       
B288      40        255       329            IN_RANGE       
B289      40        231       337            IN_RANGE       
B290      40        258       354            IN_RANGE       
B291      40        258       338            IN_RANGE       
B292      40        259       341            IN_RANGE       
B293      40        249       337            IN_RANGE       
B294      40        258       332            IN_RANGE       
B295      40        260       352            IN_RANGE       
B296      40        262       350            IN_RANGE       
B297      40        244       342            IN_RANGE       
B298      40        258       350            IN_RANGE       
B299      40        255       355            IN_RANGE       
B300      40        253       331            IN_RANGE       
B301      40        254       358            IN_RANGE       
B302      40        241       339            IN_RANGE       
B303      40        252       320            IN_RANGE       
B304      40        257       349            IN_RANGE       
B305      40        250       348            IN_RANGE       
B306      40        246       314            IN_RANGE       
B307      40        249       325            IN_RANGE       
B308      40        256       338            IN_RANGE       
B309      40        242       336            IN_RANGE       
B310      40        245       347            IN_RANGE       
B311      40        250       350            IN_RANGE       
B312      40        257       353            IN_RANGE       
B313      40        255       309            IN_RANGE       
B314      40        252       334            IN_RANGE       
B315      40        265       345            IN_RANGE       
B316      40        251       351            IN_RANGE       
B317      40        251       331            IN_RANGE       
B318      40        248       346            IN_RANGE       
B319      40        250       332            IN_RANGE       
B320      40        254       336            IN_RANGE       
B321      40        260       356            IN_RANGE       
B322      40        248       340            IN_RANGE       
B323      40        257       339            IN_RANGE       
B324      40        261       347            IN_RANGE       
B325      40        244       352            IN_RANGE       
B326      40        250       336            IN_RANGE       
B327      40        260       340            IN_RANGE       
B328      40        253       343            IN_RANGE       
B329      40        256       334            IN_RANGE       
B330      40        255       335            IN_RANGE       
B331      40        253       379            IN_RANGE       
B332      40        257       323            IN_RANGE       
B333      40        247       343            IN_RANGE       
B334      40        253       345            IN_RANGE       
B335      40        260       342            IN_RANGE       
B336      40        259       359            IN_RANGE       
B337      40        248       324            IN_RANGE       
B338      40        253       343            IN_RANGE       
B339      40        263       365            IN_RANGE       
B340      40        257       325            IN_RANGE       
B341      40        257       355            IN_RANGE       
B342      40        251       329            IN_RANGE       
B343      40        248       336            IN_RANGE       
B344      40        264       334            IN_RANGE       
B345      40        260       354            IN_RANGE       
B346      40        261       341            IN_RANGE       
B347      40        261       361            IN_RANGE       
B348      40        257       319            IN_RANGE       
B349      40        250       356            IN_RANGE       
B350      40        251       333            IN_RANGE       
B351      40        253       371            IN_RANGE       
B352      40        262       334            IN_RANGE       
B353      40        260       336            IN_RANGE       
B354      40        259       355            IN_RANGE       
B355      40        258       352            IN_RANGE       
B356      40        260       338            IN_RANGE       
B357      40        253       363            IN_RANGE       
B358      40        258       362            IN_RANGE       
B359      40        248       342            IN_RANGE       
B360      40        249       325            IN_RANGE       
B361      40        264       332            IN_RANGE       
B362      40        255       345            IN_RANGE       
B363      40        252       356            IN_RANGE       
B364      40        253       323            IN_RANGE       
B365      40        251       359            IN_RANGE       
B366      40        246       326            IN_RANGE       
B367      40        248       318            IN_RANGE       
B368      40        249       333            IN_RANGE       
B369      40        260       348            IN_RANGE       
B370      40        258       358            IN_RANGE       
B371      40        239       343            IN_RANGE       
B372      40        265       311            IN_RANGE       
B373      40        260       346            IN_RANGE       
B374      40        254       328            IN_RANGE       
B375      40        244       334            IN_RANGE       
B376      40        249       337            IN_RANGE       
B377      40        253       361            IN_RANGE       
B378      40        249       335            IN_RANGE       
B379      40        247       307            IN_RANGE       
B380      40        255       333            IN_RANGE       
B381      40        258       340            IN_RANGE       
B382      40        254       344            IN_RANGE       
B383      40        262       328            IN_RANGE       
B384      40        257       351            IN_RANGE       
B385      40        252       340            IN_RANGE       
B386      40        255       323            IN_RANGE       
B387      40        248       344            IN_RANGE       
B388      40        255       325            IN_RANGE       
B389      40        247       341            IN_RANGE       
B390      40        253       353            IN_RANGE       
B391      40        268       330            IN_RANGE       
B392      40        253       349            IN_RANGE       
B393      40        257       369            IN_RANGE       
B394      40        257       335            IN_RANGE       
B395      40        258       364            IN_RANGE       
B396      40        242       340            IN_RANGE       
B397      40        264       364            IN_RANGE       
B398      40        261       333            IN_RANGE       
B399      40        262       362            IN_RANGE       
B400      40        254       342            IN_RANGE       
B401      40        255       365            IN_RANGE       
B402      40        260       328            IN_RANGE       
B403      40        251       351            IN_RANGE       
B404      40        253       331            IN_RANGE       
B405      40        253       343            IN_RANGE       
B406      40        252       350            IN_RANGE       
B407      40        260       352            IN_RANGE       
B408      40        256       324            IN_RANGE       
B409      40        261       363            IN_RANGE       
B410      40        246       350            IN_RANGE       
B411      40        251       345            IN_RANGE       
B412      40        264       344            IN_RANGE       
B413      40        252       324            IN_RANGE       
B414      40        254       320            IN_RANGE       
B415      40        263       351            IN_RANGE       
B416      40        241       317            IN_RANGE       
B417      40        250       348            IN_RANGE       
B418      40        259       339            IN_RANGE       
B419      40        255       331            IN_RANGE       
B420      40        248       362            IN_RANGE       
B421      40        254       332            IN_RANGE       
B422      40        255       331            IN_RANGE       
B423      40        252       340            IN_RANGE       
B424      40        246       334            IN_RANGE       
B425      40        262       338            IN_RANGE       
B426      40        243       335            IN_RANGE       
B427      40        255       353            IN_RANGE       
B428      40        245       329            IN_RANGE       
B429      40        238       342            IN_RANGE       
B430      40        249       337            IN_RANGE       
B431      40        273       359            ABOVE          
B432      40        255       349            IN_RANGE       
B433      40        259       347            IN_RANGE       
B434      40        254       326            IN_RANGE       
B435      40        260       332            IN_RANGE       
B436      40        264       338            IN_RANGE       
B437      40        256       356            IN_RANGE       
B438      40        274       340            ABOVE          
B439      40        244       332            IN_RANGE       
B440      40        257       345            IN_RANGE       
B441      40        237       317            IN_RANGE       
B442      40        254       346            IN_RANGE       
B443      40        255       341            IN_RANGE       
B444      40        256       366            IN_RANGE       
B445      40        244       334            IN_RANGE       
B446      40        266       352            IN_RANGE       
B447      40        256       318            IN_RANGE       
B448      40        263       345            IN_RANGE       
B449      40        251       353            IN_RANGE       
B450      40        256       352            IN_RANGE       
B451      40        255       339            IN_RANGE       
B452      40        255       357            IN_RANGE       
B453      40        253       333            IN_RANGE       
B454      40        250       324            IN_RANGE       
B455      40        241       305            IN_RANGE       
B456      40        250       326            IN_RANGE       
B457      40        254       334            IN_RANGE       
B458      40        249       341            IN_RANGE       
B459      40        256       338            IN_RANGE       
B460      40        265       343            IN_RANGE       
B461      40        246       322            IN_RANGE       
B462      40        258       336            IN_RANGE       
B463      40        261       347            IN_RANGE       
B464      40        253       343            IN_RANGE       
B465      40        257       337            IN_RANGE       
B466      40        254       378            IN_RANGE       
B467      40        244       308            IN_RANGE       
B468      40        260       350            IN_RANGE       
B469      40        253       351            IN_RANGE       
B470      40        256       334            IN_RANGE       
B471      40        256       356            IN_RANGE       
B472      40        259       349            IN_RANGE       
B473      40        260       340            IN_RANGE       
B474      40        255       341            IN_RANGE       
B475      40        261       341            IN_RANGE       
B476      40        258       352            IN_RANGE       
B477      40        258       324            IN_RANGE       
B478      40        268       330            IN_RANGE       
B479      40        254       340            IN_RANGE       
B480      40        253       337            IN_RANGE       
B481      40        261       347            IN_RANGE       
B482      40        253       345            IN_RANGE       
B483      40        275       337            ABOVE          
B484      40        263       333            IN_RANGE       
B485      40        253       327            IN_RANGE       
B486      40        258       350            IN_RANGE       
B487      40        249       327            IN_RANGE       
B488      40        257       345            IN_RANGE       
B489      40        253       335            IN_RANGE       
B490      40        250       348            IN_RANGE       
B491      40        253       363            IN_RANGE       
B492      40        260       348            IN_RANGE       
B493      40        270       354            IN_RANGE       
B494      40        260       342            IN_RANGE       
B495      40        242       330            IN_RANGE       
B496      40        274       330            ABOVE          
B497      40        257       357            IN_RANGE       
B498      40        263       325            IN_RANGE       
B499      40        253       351            IN_RANGE       
B500      40        246       338            IN_RANGE       

============================================================
STATISTICS (first 500 graphs from file B):
Graphs with GED <= 20: 0
Graphs with GED > 20: 500
Graphs with edges < 230: 0
Graphs with edges > 270: 9
Graphs with edges in range [230, 270]: 491
Graphs with different vertex count: 0
Total graphs processed: 500
