Graph A: 100 vertices, 1536 edges
Edge thresholds: edges < 1486 or edges > 1586

Graph     Nodes     Edges     GED            EdgeStatus     
B75       100       1623      2129           ABOVE          
B76       100       1591      2127           ABOVE          
B77       100       1650      2120           ABOVE          
B78       100       1629      2205           ABOVE          
B79       100       1661      2169           ABOVE          
B80       100       1668      2142           ABOVE          
B81       100       1628      2176           ABOVE          
B82       100       1624      2180           ABOVE          
B83       100       1633      2179           ABOVE          
B84       100       1631      2115           ABOVE          
B85       100       1587      2095           ABOVE          
B86       100       1604      2164           ABOVE          
B87       100       1611      2129           ABOVE          
B88       100       1632      2176           ABOVE          
B89       100       1649      2121           ABOVE          
B90       100       1633      2169           ABOVE          
B91       100       1611      2147           ABOVE          
B92       100       1646      2164           ABOVE          
B93       100       1655      2193           ABOVE          
B94       100       1620      2194           ABOVE          
B95       100       1579      2123           IN_RANGE       
B96       100       1622      2106           ABOVE          
B97       100       1625      2161           ABOVE          
B98       100       1619      2121           ABOVE          
B99       100       1643      2121           ABOVE          
B100      100       1573      2141           IN_RANGE       
B101      100       1577      2155           IN_RANGE       
B102      100       1651      2143           ABOVE          
B103      100       1637      2183           ABOVE          
B104      100       1602      2142           ABOVE          
B105      100       1654      2216           ABOVE          
B106      100       1617      2153           ABOVE          
B107      100       1633      2141           ABOVE          
B108      100       1702      2204           ABOVE          
B109      100       1579      2127           IN_RANGE       
B110      100       1640      2204           ABOVE          
B111      100       1592      2116           ABOVE          
B112      100       1597      2171           ABOVE          
B113      100       1645      2169           ABOVE          
B114      100       1638      2168           ABOVE          
B115      100       1603      2125           ABOVE          
B116      100       1599      2147           ABOVE          
B117      100       1648      2194           ABOVE          
B118      100       1601      2185           ABOVE          
B119      100       1656      2188           ABOVE          
B120      100       1627      2109           ABOVE          
B121      100       1694      2166           ABOVE          
B122      100       1628      2164           ABOVE          
B123      100       1618      2162           ABOVE          
B124      100       1679      2153           ABOVE          
B125      100       1645      2167           ABOVE          
B126      100       1679      2195           ABOVE          
B127      100       1630      2186           ABOVE          
B128      100       1615      2125           ABOVE          
B129      100       1588      2114           ABOVE          
B130      100       1655      2161           ABOVE          
B131      100       1614      2144           ABOVE          
B132      100       1626      2138           ABOVE          
B133      100       1638      2152           ABOVE          
B134      100       1590      2078           ABOVE          
B135      100       1623      2137           ABOVE          
B136      100       1657      2155           ABOVE          
B137      100       1604      2160           ABOVE          
B138      100       1634      2128           ABOVE          
B139      100       1632      2146           ABOVE          
B140      100       1653      2155           ABOVE          
B141      100       1637      2139           ABOVE          
B142      100       1684      2190           ABOVE          
B143      100       1594      2176           ABOVE          
B144      100       1594      2178           ABOVE          
B145      100       1635      2167           ABOVE          
B146      100       1590      2170           ABOVE          
B147      100       1582      2122           IN_RANGE       
B148      100       1588      2110           ABOVE          
B149      100       1628      2130           ABOVE          
B150      100       1639      2191           ABOVE          
B151      100       1638      2108           ABOVE          
B152      100       1637      2159           ABOVE          
B153      100       1643      2127           ABOVE          
B154      100       1624      2114           ABOVE          
B155      100       1594      2128           ABOVE          
B156      100       1592      2126           ABOVE          
B157      100       1627      2107           ABOVE          
B158      100       1627      2153           ABOVE          
B159      100       1635      2217           ABOVE          
B160      100       1650      2166           ABOVE          
B161      100       1593      2151           ABOVE          
B162      100       1635      2169           ABOVE          
B163      100       1635      2171           ABOVE          
B164      100       1642      2172           ABOVE          
B165      100       1573      2145           IN_RANGE       
B166      100       1683      2157           ABOVE          
B167      100       1632      2118           ABOVE          
B168      100       1642      2166           ABOVE          
B169      100       1585      2141           IN_RANGE       
B170      100       1597      2121           ABOVE          
B171      100       1663      2165           ABOVE          
B172      100       1624      2154           ABOVE          
B173      100       1653      2157           ABOVE          
B174      100       1671      2181           ABOVE          
B175      100       1602      2146           ABOVE          
B176      100       1607      2171           ABOVE          
B177      100       1571      2165           IN_RANGE       
B178      100       1569      2119           IN_RANGE       
B179      100       1646      2140           ABOVE          
B180      100       1652      2184           ABOVE          
B181      100       1664      2242           ABOVE          
B182      100       1648      2166           ABOVE          
B183      100       1634      2090           ABOVE          
B184      100       1652      2136           ABOVE          
B185      100       1606      2136           ABOVE          
B186      100       1639      2173           ABOVE          
B187      100       1592      2138           ABOVE          
B188      100       1583      2193           IN_RANGE       
B189      100       1579      2103           IN_RANGE       
B190      100       1564      2128           IN_RANGE       
B191      100       1643      2163           ABOVE          
B192      100       1598      2152           ABOVE          
B193      100       1647      2117           ABOVE          
B194      100       1575      2101           IN_RANGE       
B195      100       1674      2184           ABOVE          
B196      100       1602      2120           ABOVE          
B197      100       1654      2148           ABOVE          
B198      100       1611      2169           ABOVE          
B199      100       1641      2161           ABOVE          
B200      100       1668      2162           ABOVE          
B201      100       1667      2173           ABOVE          
B202      100       1635      2089           ABOVE          
B203      100       1634      2194           ABOVE          
B204      100       1646      2132           ABOVE          
B205      100       1591      2101           ABOVE          
B206      100       1618      2154           ABOVE          
B207      100       1661      2183           ABOVE          
B208      100       1597      2159           ABOVE          
B209      100       1624      2120           ABOVE          
B210      100       1609      2175           ABOVE          
B211      100       1626      2170           ABOVE          
B212      100       1599      2201           ABOVE          
B213      100       1638      2202           ABOVE          
B214      100       1594      2132           ABOVE          
B215      100       1670      2120           ABOVE          
B216      100       1619      2193           ABOVE          
B217      100       1583      2175           IN_RANGE       
B218      100       1580      2096           IN_RANGE       
B219      100       1605      2127           ABOVE          
B220      100       1631      2145           ABOVE          
B221      100       1612      2132           ABOVE          
B222      100       1631      2153           ABOVE          
B223      100       1644      2174           ABOVE          
B224      100       1621      2117           ABOVE          
B225      100       1621      2175           ABOVE          
B226      100       1629      2215           ABOVE          
B227      100       1656      2148           ABOVE          
B228      100       1594      2194           ABOVE          
B229      100       1603      2141           ABOVE          
B230      100       1627      2181           ABOVE          
B231      100       1590      2092           ABOVE          
B232      100       1619      2105           ABOVE          
B233      100       1602      2142           ABOVE          
B234      100       1601      2149           ABOVE          
B235      100       1630      2166           ABOVE          
B236      100       1597      2109           ABOVE          
B237      100       1595      2161           ABOVE          
B238      100       1582      2070           IN_RANGE       
B239      100       1684      2166           ABOVE          
B240      100       1580      2156           IN_RANGE       
B241      100       1642      2188           ABOVE          
B242      100       1599      2157           ABOVE          
B243      100       1659      2211           ABOVE          
B244      100       1616      2174           ABOVE          
B245      100       1620      2152           ABOVE          
B246      100       1651      2147           ABOVE          
B247      100       1654      2126           ABOVE          
B248      100       1621      2127           ABOVE          
B249      100       1630      2170           ABOVE          
B250      100       1631      2211           ABOVE          
B251      100       1595      2163           ABOVE          
B252      100       1625      2173           ABOVE          
B253      100       1657      2165           ABOVE          
B254      100       1663      2165           ABOVE          
B255      100       1592      2152           ABOVE          
B256      100       1617      2145           ABOVE          
B257      100       1584      2128           IN_RANGE       
B258      100       1614      2160           ABOVE          
B259      100       1621      2101           ABOVE          
B260      100       1660      2178           ABOVE          
B261      100       1662      2162           ABOVE          
B262      100       1623      2217           ABOVE          
B263      100       1624      2118           ABOVE          
B264      100       1634      2108           ABOVE          
B265      100       1600      2102           ABOVE          
B266      100       1625      2189           ABOVE          
B267      100       1628      2146           ABOVE          
B268      100       1674      2148           ABOVE          
B269      100       1571      2099           IN_RANGE       
B270      100       1662      2118           ABOVE          
B271      100       1609      2141           ABOVE          
B272      100       1688      2152           ABOVE          
B273      100       1615      2215           ABOVE          
B274      100       1599      2099           ABOVE          
B275      100       1652      2158           ABOVE          
B276      100       1621      2131           ABOVE          
B277      100       1626      2130           ABOVE          
B278      100       1679      2191           ABOVE          
B279      100       1618      2130           ABOVE          
B280      100       1630      2164           ABOVE          
B281      100       1634      2174           ABOVE          
B282      100       1560      2112           IN_RANGE       
B283      100       1614      2154           ABOVE          
B284      100       1636      2110           ABOVE          
B285      100       1627      2133           ABOVE          
B286      100       1635      2159           ABOVE          
B287      100       1629      2141           ABOVE          
B288      100       1597      2177           ABOVE          
B289      100       1624      2100           ABOVE          
B290      100       1621      2215           ABOVE          
B291      100       1546      2088           IN_RANGE       
B292      100       1621      2087           ABOVE          
B293      100       1631      2139           ABOVE          
B294      100       1632      2154           ABOVE          
B295      100       1589      2117           ABOVE          
B296      100       1604      2160           ABOVE          
B297      100       1624      2208           ABOVE          
B298      100       1615      2179           ABOVE          
B299      100       1647      2147           ABOVE          
B300      100       1582      2152           IN_RANGE       
B301      100       1592      2140           ABOVE          
B302      100       1669      2197           ABOVE          
B303      100       1602      2154           ABOVE          
B304      100       1559      2115           IN_RANGE       
B305      100       1625      2157           ABOVE          
B306      100       1596      2160           ABOVE          
B307      100       1650      2156           ABOVE          
B308      100       1634      2162           ABOVE          
B309      100       1616      2176           ABOVE          
B310      100       1685      2189           ABOVE          
B311      100       1616      2162           ABOVE          
B312      100       1660      2158           ABOVE          
B313      100       1679      2153           ABOVE          
B314      100       1637      2183           ABOVE          
B315      100       1667      2145           ABOVE          
B316      100       1608      2132           ABOVE          
B317      100       1667      2151           ABOVE          
B318      100       1603      2125           ABOVE          
B319      100       1597      2147           ABOVE          
B320      100       1601      2129           ABOVE          
B321      100       1553      2127           IN_RANGE       
B322      100       1612      2186           ABOVE          
B323      100       1647      2165           ABOVE          
B324      100       1594      2146           ABOVE          
B325      100       1657      2141           ABOVE          
B326      100       1587      2121           ABOVE          
B327      100       1608      2126           ABOVE          
B328      100       1592      2134           ABOVE          
B329      100       1576      2160           IN_RANGE       
B330      100       1581      2147           IN_RANGE       
B331      100       1670      2218           ABOVE          
B332      100       1600      2130           ABOVE          
B333      100       1638      2150           ABOVE          
B334      100       1572      2136           IN_RANGE       
B335      100       1604      2166           ABOVE          
B336      100       1637      2225           ABOVE          
B337      100       1642      2202           ABOVE          
B338      100       1587      2137           ABOVE          
B339      100       1597      2129           ABOVE          
B340      100       1639      2187           ABOVE          
B341      100       1653      2187           ABOVE          
B342      100       1580      2124           IN_RANGE       
B343      100       1590      2090           ABOVE          
B344      100       1650      2154           ABOVE          
B345      100       1639      2177           ABOVE          
B346      100       1609      2123           ABOVE          
B347      100       1625      2119           ABOVE          
B348      100       1644      2180           ABOVE          
B349      100       1620      2160           ABOVE          
B350      100       1635      2157           ABOVE          
B351      100       1585      2119           IN_RANGE       
B352      100       1630      2164           ABOVE          
B353      100       1616      2132           ABOVE          
B354      100       1621      2121           ABOVE          
B355      100       1629      2163           ABOVE          
B356      100       1641      2181           ABOVE          
B357      100       1640      2130           ABOVE          
B358      100       1601      2117           ABOVE          
B359      100       1625      2125           ABOVE          
B360      100       1593      2143           ABOVE          
B361      100       1675      2171           ABOVE          
B362      100       1666      2126           ABOVE          
B363      100       1612      2052           ABOVE          
B364      100       1629      2169           ABOVE          
B365      100       1611      2119           ABOVE          
B366      100       1619      2145           ABOVE          
B367      100       1586      2102           IN_RANGE       
B368      100       1609      2179           ABOVE          
B369      100       1610      2180           ABOVE          
B370      100       1626      2176           ABOVE          
B371      100       1672      2194           ABOVE          
B372      100       1595      2125           ABOVE          
B373      100       1611      2101           ABOVE          
B374      100       1605      2167           ABOVE          
B375      100       1655      2129           ABOVE          
B376      100       1613      2139           ABOVE          
B377      100       1596      2178           ABOVE          
B378      100       1652      2124           ABOVE          
B379      100       1560      2178           IN_RANGE       
B380      100       1632      2192           ABOVE          
B381      100       1618      2196           ABOVE          
B382      100       1628      2158           ABOVE          
B383      100       1656      2188           ABOVE          
B384      100       1636      2166           ABOVE          
B385      100       1551      2103           IN_RANGE       
B386      100       1549      2129           IN_RANGE       
B387      100       1628      2142           ABOVE          
B388      100       1607      2115           ABOVE          
B389      100       1635      2157           ABOVE          
B390      100       1668      2192           ABOVE          
B391      100       1567      2121           IN_RANGE       
B392      100       1664      2138           ABOVE          
B393      100       1616      2128           ABOVE          
B394      100       1601      2177           ABOVE          
B395      100       1587      2201           ABOVE          
B396      100       1588      2156           ABOVE          
B397      100       1684      2172           ABOVE          
B398      100       1581      2125           IN_RANGE       
B399      100       1590      2126           ABOVE          
B400      100       1643      2217           ABOVE          
B401      100       1623      2129           ABOVE          
B402      100       1635      2195           ABOVE          
B403      100       1663      2159           ABOVE          
B404      100       1570      2136           IN_RANGE       
B405      100       1608      2144           ABOVE          
B406      100       1641      2143           ABOVE          
B407      100       1585      2133           IN_RANGE       
B408      100       1676      2206           ABOVE          
B409      100       1595      2145           ABOVE          
B410      100       1667      2163           ABOVE          
B411      100       1634      2190           ABOVE          
B412      100       1641      2181           ABOVE          
B413      100       1644      2170           ABOVE          
B414      100       1617      2181           ABOVE          
B415      100       1641      2167           ABOVE          
B416      100       1650      2098           ABOVE          
B417      100       1598      2116           ABOVE          
B418      100       1592      2182           ABOVE          
B419      100       1608      2168           ABOVE          
B420      100       1614      2126           ABOVE          
B421      100       1572      2170           IN_RANGE       
B422      100       1595      2147           ABOVE          
B423      100       1614      2104           ABOVE          
B424      100       1578      2138           IN_RANGE       
B425      100       1625      2201           ABOVE          
B426      100       1591      2131           ABOVE          
B427      100       1553      2153           IN_RANGE       
B428      100       1627      2163           ABOVE          
B429      100       1618      2158           ABOVE          
B430      100       1606      2194           ABOVE          
B431      100       1617      2147           ABOVE          
B432      100       1607      2151           ABOVE          
B433      100       1643      2141           ABOVE          
B434      100       1657      2153           ABOVE          
B435      100       1604      2160           ABOVE          
B436      100       1629      2141           ABOVE          
B437      100       1588      2124           ABOVE          
B438      100       1615      2159           ABOVE          
B439      100       1649      2125           ABOVE          
B440      100       1632      2134           ABOVE          
B441      100       1642      2160           ABOVE          
B442      100       1619      2113           ABOVE          
B443      100       1664      2226           ABOVE          
B444      100       1675      2119           ABOVE          
B445      100       1634      2110           ABOVE          
B446      100       1611      2187           ABOVE          
B447      100       1590      2188           ABOVE          
B448      100       1677      2123           ABOVE          
B449      100       1648      2128           ABOVE          
B450      100       1643      2141           ABOVE          
B451      100       1659      2179           ABOVE          
B452      100       1656      2080           ABOVE          
B453      100       1582      2102           IN_RANGE       
B454      100       1622      2086           ABOVE          
B455      100       1568      2106           IN_RANGE       
B456      100       1582      2124           IN_RANGE       
B457      100       1667      2187           ABOVE          
B458      100       1600      2140           ABOVE          
B459      100       1609      2107           ABOVE          
B460      100       1663      2185           ABOVE          
B461      100       1635      2099           ABOVE          
B462      100       1637      2153           ABOVE          
B463      100       1589      2163           ABOVE          
B464      100       1608      2134           ABOVE          
B465      100       1530      2164           IN_RANGE       
B466      100       1603      2185           ABOVE          
B467      100       1592      2102           ABOVE          
B468      100       1624      2158           ABOVE          
B469      100       1620      2172           ABOVE          
B470      100       1606      2148           ABOVE          
B471      100       1635      2215           ABOVE          
B472      100       1608      2158           ABOVE          
B473      100       1668      2152           ABOVE          
B474      100       1629      2127           ABOVE          
B475      100       1629      2097           ABOVE          
B476      100       1643      2171           ABOVE          
B477      100       1621      2175           ABOVE          
B478      100       1621      2103           ABOVE          
B479      100       1679      2195           ABOVE          
B480      100       1680      2124           ABOVE          
B481      100       1667      2195           ABOVE          
B482      100       1603      2115           ABOVE          
B483      100       1572      2058           IN_RANGE       
B484      100       1626      2168           ABOVE          
B485      100       1595      2127           ABOVE          
B486      100       1638      2110           ABOVE          
B487      100       1609      2113           ABOVE          
B488      100       1646      2150           ABOVE          
B489      100       1729      2147           ABOVE          
B490      100       1593      2135           ABOVE          
B491      100       1598      2172           ABOVE          
B492      100       1606      2114           ABOVE          
B493      100       1666      2174           ABOVE          
B494      100       1626      2172           ABOVE          
B495      100       1584      2138           IN_RANGE       
B496      100       1640      2212           ABOVE          
B497      100       1643      2173           ABOVE          
B498      100       1634      2130           ABOVE          
B499      100       1580      2148           IN_RANGE       
B500      100       1594      2124           ABOVE          

============================================================
STATISTICS (first 500 graphs from file B):
Graphs with GED <= 50: 0
Graphs with GED > 50: 500
Graphs with edges < 1486: 0
Graphs with edges > 1586: 440
Graphs with edges in range [1486, 1586]: 60
Graphs with different vertex count: 0
Total graphs processed: 500
