Graph A: 50 vertices, 918 edges
Edge thresholds: edges < 893 or edges > 943

Graph     Nodes     Edges     GED            EdgeStatus     
B86       50        712       550            BELOW          
B87       50        690       586            BELOW          
B88       50        690       558            BELOW          
B89       50        718       550            BELOW          
B90       50        716       560            BELOW          
B91       50        727       541            BELOW          
B92       50        698       548            BELOW          
B93       50        699       553            BELOW          
B94       50        681       573            BELOW          
B95       50        700       562            BELOW          
B96       50        696       568            BELOW          
B97       50        715       537            BELOW          
B98       50        730       532            BELOW          
B99       50        707       565            BELOW          
B100      50        704       562            BELOW          
B101      50        703       555            BELOW          
B102      51        696       VERTEX_MISMATCHBELOW          
B103      50        704       560            BELOW          
B104      50        678       594            BELOW          
B105      50        716       562            BELOW          
B106      50        690       556            BELOW          
B107      50        695       561            BELOW          
B108      50        700       558            BELOW          
B109      50        718       542            BELOW          
B110      50        702       560            BELOW          
B111      50        692       564            BELOW          
B112      50        697       569            BELOW          
B113      50        693       565            BELOW          
B114      51        711       VERTEX_MISMATCHBELOW          
B115      50        695       553            BELOW          
B116      50        714       550            BELOW          
B117      50        709       555            BELOW          
B118      50        717       561            BELOW          
B119      50        682       574            BELOW          
B120      50        703       565            BELOW          
B121      50        709       541            BELOW          
B122      50        720       550            BELOW          
B123      50        703       569            BELOW          
B124      50        692       572            BELOW          
B125      50        705       547            BELOW          
B126      50        695       559            BELOW          
B127      50        695       563            BELOW          
B128      50        694       558            BELOW          
B129      50        716       542            BELOW          
B130      50        727       547            BELOW          
B131      50        700       562            BELOW          
B132      50        688       550            BELOW          
B133      50        696       546            BELOW          
B134      50        699       565            BELOW          
B135      50        709       565            BELOW          
B136      50        716       526            BELOW          
B137      50        699       569            BELOW          
B138      50        710       554            BELOW          
B139      50        729       541            BELOW          
B140      50        692       564            BELOW          
B141      50        687       563            BELOW          
B142      51        689       VERTEX_MISMATCHBELOW          
B143      50        700       562            BELOW          
B144      50        707       539            BELOW          
B145      50        711       557            BELOW          
B146      50        708       560            BELOW          
B147      50        712       558            BELOW          
B148      50        711       561            BELOW          
B149      50        699       565            BELOW          
B150      50        701       549            BELOW          
B151      50        695       573            BELOW          
B152      50        708       546            BELOW          
B153      50        702       556            BELOW          
B154      50        706       544            BELOW          
B155      50        709       563            BELOW          
B156      50        693       583            BELOW          
B157      50        692       572            BELOW          
B158      50        682       578            BELOW          
B159      50        709       545            BELOW          
B160      50        685       561            BELOW          
B161      50        704       530            BELOW          
B162      50        699       555            BELOW          
B163      50        715       559            BELOW          
B164      51        724       VERTEX_MISMATCHBELOW          
B165      50        668       556            BELOW          
B166      50        703       555            BELOW          
B167      50        713       553            BELOW          
B168      50        691       555            BELOW          
B169      50        694       576            BELOW          
B170      50        707       541            BELOW          
B171      50        688       564            BELOW          
B172      50        700       566            BELOW          
B173      50        698       556            BELOW          
B174      50        721       563            BELOW          
B175      50        710       538            BELOW          
B176      50        691       559            BELOW          
B177      50        710       568            BELOW          
B178      50        696       576            BELOW          
B179      50        695       567            BELOW          
B180      50        720       550            BELOW          
B181      50        690       558            BELOW          
B182      50        702       558            BELOW          
B183      50        702       552            BELOW          
B184      50        717       553            BELOW          
B185      50        708       550            BELOW          
B186      50        692       564            BELOW          
B187      50        690       554            BELOW          
B188      50        707       555            BELOW          
B189      50        697       569            BELOW          
B190      50        697       561            BELOW          
B191      50        701       561            BELOW          
B192      50        700       560            BELOW          
B193      51        716       VERTEX_MISMATCHBELOW          
B194      50        669       587            BELOW          
B195      50        698       542            BELOW          
B196      51        693       VERTEX_MISMATCHBELOW          
B197      50        691       547            BELOW          
B198      50        697       561            BELOW          
B199      50        701       565            BELOW          
B200      50        705       579            BELOW          
B201      50        700       562            BELOW          
B202      50        694       546            BELOW          
B203      50        704       578            BELOW          
B204      50        703       549            BELOW          
B205      50        704       556            BELOW          
B206      50        691       557            BELOW          
B207      50        713       561            BELOW          
B208      50        689       577            BELOW          
B209      50        695       539            BELOW          
B210      50        721       561            BELOW          
B211      50        695       559            BELOW          
B212      50        719       553            BELOW          
B213      50        730       542            BELOW          
B214      50        700       570            BELOW          
B215      50        698       572            BELOW          
B216      50        701       543            BELOW          
B217      50        717       535            BELOW          
B218      50        682       570            BELOW          
B219      50        703       567            BELOW          
B220      50        692       560            BELOW          
B221      50        694       564            BELOW          
B222      50        738       546            BELOW          
B223      50        725       545            BELOW          
B224      50        684       570            BELOW          
B225      50        702       538            BELOW          
B226      51        715       VERTEX_MISMATCHBELOW          
B227      50        721       547            BELOW          
B228      50        711       557            BELOW          
B229      51        724       VERTEX_MISMATCHBELOW          
B230      50        695       569            BELOW          
B231      50        698       568            BELOW          
B232      50        698       576            BELOW          
B233      50        734       544            BELOW          
B234      50        705       551            BELOW          
B235      50        688       554            BELOW          
B236      50        712       534            BELOW          
B237      50        704       548            BELOW          
B238      50        676       552            BELOW          
B239      50        731       533            BELOW          
B240      50        713       565            BELOW          
B241      50        689       565            BELOW          
B242      50        719       551            BELOW          
B243      50        695       563            BELOW          
B244      50        695       555            BELOW          
B245      50        716       564            BELOW          
B246      50        696       550            BELOW          
B247      50        686       542            BELOW          
B248      50        714       548            BELOW          
B249      50        721       557            BELOW          
B250      50        676       584            BELOW          
B251      50        724       556            BELOW          
B252      50        696       560            BELOW          
B253      50        719       541            BELOW          
B254      50        690       554            BELOW          
B255      50        704       570            BELOW          
B256      50        711       555            BELOW          
B257      50        690       580            BELOW          
B258      50        705       575            BELOW          
B259      50        705       539            BELOW          
B260      50        701       541            BELOW          
B261      50        683       539            BELOW          
B262      50        717       549            BELOW          
B263      50        711       567            BELOW          
B264      50        703       551            BELOW          
B265      50        690       568            BELOW          
B266      50        708       528            BELOW          
B267      50        695       573            BELOW          
B268      50        690       566            BELOW          
B269      50        696       568            BELOW          
B270      50        692       562            BELOW          
B271      50        695       561            BELOW          
B272      50        701       559            BELOW          
B273      50        709       557            BELOW          
B274      50        723       541            BELOW          
B275      50        708       574            BELOW          
B276      50        703       563            BELOW          
B277      50        691       551            BELOW          
B278      50        696       554            BELOW          
B279      50        707       557            BELOW          
B280      50        687       579            BELOW          
B281      50        697       547            BELOW          
B282      50        687       575            BELOW          
B283      50        706       518            BELOW          
B284      50        725       553            BELOW          
B285      50        708       542            BELOW          
B286      50        700       564            BELOW          
B287      50        708       554            BELOW          
B288      50        732       528            BELOW          
B289      50        706       552            BELOW          
B290      50        704       564            BELOW          
B291      50        697       575            BELOW          
B292      50        682       570            BELOW          
B293      50        703       563            BELOW          
B294      50        716       562            BELOW          
B295      50        693       565            BELOW          
B296      50        720       536            BELOW          
B297      50        702       558            BELOW          
B298      50        705       555            BELOW          
B299      50        712       568            BELOW          
B300      50        702       550            BELOW          
B301      50        699       559            BELOW          
B302      50        695       565            BELOW          
B303      50        684       564            BELOW          
B304      50        706       538            BELOW          
B305      50        720       540            BELOW          
B306      50        719       549            BELOW          
B307      50        698       574            BELOW          
B308      50        702       558            BELOW          
B309      50        697       569            BELOW          
B310      50        704       538            BELOW          
B311      51        727       VERTEX_MISMATCHBELOW          
B312      50        706       548            BELOW          
B313      50        708       544            BELOW          
B314      50        707       555            BELOW          
B315      50        706       540            BELOW          
B316      50        690       576            BELOW          
B317      50        691       551            BELOW          
B318      50        700       548            BELOW          
B319      50        719       551            BELOW          
B320      50        698       556            BELOW          
B321      50        693       559            BELOW          
B322      50        700       558            BELOW          
B323      50        684       576            BELOW          
B324      50        713       541            BELOW          
B325      50        696       560            BELOW          
B326      50        706       548            BELOW          
B327      50        700       564            BELOW          
B328      50        723       553            BELOW          
B329      50        697       569            BELOW          
B330      50        693       567            BELOW          
B331      50        696       564            BELOW          
B332      50        710       558            BELOW          
B333      51        737       VERTEX_MISMATCHBELOW          
B334      50        714       550            BELOW          
B335      50        704       544            BELOW          
B336      50        725       559            BELOW          
B337      50        710       552            BELOW          
B338      50        698       554            BELOW          
B339      50        687       557            BELOW          
B340      50        708       544            BELOW          
B341      50        719       549            BELOW          
B342      50        707       545            BELOW          
B343      50        702       556            BELOW          
B344      50        690       568            BELOW          
B345      50        696       548            BELOW          
B346      50        699       589            BELOW          
B347      50        712       538            BELOW          
B348      51        725       VERTEX_MISMATCHBELOW          
B349      50        692       562            BELOW          
B350      50        697       533            BELOW          
B351      50        689       547            BELOW          
B352      50        699       555            BELOW          
B353      50        697       551            BELOW          
B354      50        696       576            BELOW          
B355      50        700       554            BELOW          
B356      51        724       VERTEX_MISMATCHBELOW          
B357      50        700       534            BELOW          
B358      50        706       548            BELOW          
B359      50        692       562            BELOW          
B360      50        694       572            BELOW          
B361      50        690       572            BELOW          
B362      50        691       553            BELOW          
B363      50        700       550            BELOW          
B364      50        693       569            BELOW          
B365      50        698       570            BELOW          
B366      50        697       555            BELOW          
B367      50        706       538            BELOW          
B368      50        713       545            BELOW          
B369      50        717       529            BELOW          
B370      50        718       544            BELOW          
B371      50        706       548            BELOW          
B372      50        708       540            BELOW          
B373      50        698       578            BELOW          
B374      50        689       577            BELOW          
B375      50        709       543            BELOW          
B376      50        699       559            BELOW          
B377      50        713       545            BELOW          
B378      50        719       549            BELOW          
B379      51        723       VERTEX_MISMATCHBELOW          
B380      50        715       545            BELOW          
B381      50        711       561            BELOW          
B382      50        705       543            BELOW          
B383      50        684       570            BELOW          
B384      50        674       576            BELOW          
B385      50        684       574            BELOW          
B386      50        705       549            BELOW          
B387      50        698       564            BELOW          
B388      50        689       555            BELOW          
B389      50        709       563            BELOW          
B390      50        695       561            BELOW          
B391      50        713       539            BELOW          
B392      50        705       569            BELOW          
B393      50        696       560            BELOW          
B394      50        709       541            BELOW          
B395      50        695       579            BELOW          
B396      50        719       555            BELOW          
B397      50        695       579            BELOW          
B398      50        705       549            BELOW          
B399      50        696       554            BELOW          
B400      50        705       551            BELOW          
B401      50        706       552            BELOW          
B402      51        721       VERTEX_MISMATCHBELOW          
B403      50        710       554            BELOW          
B404      50        718       534            BELOW          
B405      50        720       536            BELOW          
B406      50        712       554            BELOW          
B407      50        684       550            BELOW          
B408      50        692       564            BELOW          
B409      50        699       557            BELOW          
B410      50        708       548            BELOW          
B411      50        723       555            BELOW          
B412      50        700       572            BELOW          
B413      50        687       571            BELOW          
B414      50        695       547            BELOW          
B415      50        690       584            BELOW          
B416      50        687       561            BELOW          
B417      50        725       537            BELOW          
B418      50        702       564            BELOW          
B419      50        721       525            BELOW          
B420      50        692       564            BELOW          
B421      50        703       543            BELOW          
B422      50        726       542            BELOW          
B423      50        683       563            BELOW          
B424      50        700       568            BELOW          
B425      50        698       574            BELOW          
B426      50        715       551            BELOW          
B427      50        722       540            BELOW          
B428      50        713       537            BELOW          
B429      50        693       571            BELOW          
B430      50        731       547            BELOW          
B431      50        695       561            BELOW          
B432      50        704       550            BELOW          
B433      50        699       541            BELOW          
B434      50        708       538            BELOW          
B435      50        693       567            BELOW          
B436      50        701       557            BELOW          
B437      50        691       569            BELOW          
B438      50        719       555            BELOW          
B439      50        688       560            BELOW          
B440      50        714       572            BELOW          
B441      50        705       559            BELOW          
B442      50        707       547            BELOW          
B443      50        719       559            BELOW          
B444      50        705       569            BELOW          
B445      50        695       569            BELOW          
B446      51        725       VERTEX_MISMATCHBELOW          
B447      50        706       558            BELOW          
B448      50        710       540            BELOW          
B449      50        697       551            BELOW          
B450      50        725       555            BELOW          
B451      50        709       555            BELOW          
B452      50        696       574            BELOW          
B453      50        684       574            BELOW          
B454      50        674       544            BELOW          
B455      50        713       549            BELOW          
B456      50        698       546            BELOW          
B457      50        696       548            BELOW          
B458      50        680       570            BELOW          
B459      50        705       559            BELOW          
B460      50        706       544            BELOW          
B461      50        709       565            BELOW          
B462      50        715       533            BELOW          
B463      50        701       553            BELOW          
B464      50        707       555            BELOW          
B465      50        706       554            BELOW          
B466      50        709       559            BELOW          
B467      50        692       558            BELOW          
B468      50        697       577            BELOW          
B469      50        692       586            BELOW          
B470      50        699       549            BELOW          
B471      50        731       545            BELOW          
B472      50        676       558            BELOW          
B473      50        709       555            BELOW          
B474      50        707       539            BELOW          
B475      50        707       547            BELOW          
B476      50        697       559            BELOW          
B477      50        712       558            BELOW          
B478      50        687       545            BELOW          
B479      50        672       578            BELOW          
B480      51        716       VERTEX_MISMATCHBELOW          
B481      50        713       553            BELOW          
B482      50        706       550            BELOW          
B483      50        683       541            BELOW          
B484      50        707       541            BELOW          
B485      51        731       VERTEX_MISMATCHBELOW          
B486      50        681       575            BELOW          
B487      50        721       525            BELOW          
B488      50        699       575            BELOW          
B489      50        705       561            BELOW          
B490      50        691       579            BELOW          
B491      50        718       548            BELOW          
B492      50        698       550            BELOW          
B493      50        694       556            BELOW          
B494      50        694       568            BELOW          
B495      50        700       568            BELOW          
B496      50        714       548            BELOW          
B497      50        706       538            BELOW          
B498      50        694       556            BELOW          
B499      50        680       564            BELOW          
B500      50        701       553            BELOW          

============================================================
STATISTICS (first 500 graphs from file B):
Graphs with GED <= 25: 0
Graphs with GED > 25: 483
Graphs with edges < 893: 500
Graphs with edges > 943: 0
Graphs with edges in range [893, 943]: 0
Graphs with different vertex count: 17
Total graphs processed: 500
