Graph A: 20 vertices, 20 edges
Edge thresholds: edges < 10 or edges > 30

Graph     Nodes     Edges     GED            EdgeStatus     
B75       20        21        37             IN_RANGE       
B76       20        23        39             IN_RANGE       
B77       20        23        39             IN_RANGE       
B78       20        23        35             IN_RANGE       
B79       20        23        35             IN_RANGE       
B80       20        23        39             IN_RANGE       
B81       20        23        35             IN_RANGE       
B82       20        24        36             IN_RANGE       
B83       20        21        39             IN_RANGE       
B84       20        22        32             IN_RANGE       
B85       20        21        19             IN_RANGE       
B86       20        24        40             IN_RANGE       
B87       20        22        38             IN_RANGE       
B88       20        23        31             IN_RANGE       
B89       20        20        30             IN_RANGE       
B90       20        24        42             IN_RANGE       
B91       20        24        40             IN_RANGE       
B92       20        25        37             IN_RANGE       
B93       20        22        30             IN_RANGE       
B94       20        22        38             IN_RANGE       
B95       20        24        34             IN_RANGE       
B96       20        22        34             IN_RANGE       
B97       20        20        12             IN_RANGE       
B98       20        23        33             IN_RANGE       
B99       20        23        29             IN_RANGE       
B100      20        26        40             IN_RANGE       
B101      20        25        41             IN_RANGE       
B102      20        25        37             IN_RANGE       
B103      20        22        30             IN_RANGE       
B104      20        24        38             IN_RANGE       
B105      20        23        39             IN_RANGE       
B106      20        23        37             IN_RANGE       
B107      20        22        36             IN_RANGE       
B108      20        22        40             IN_RANGE       
B109      20        24        40             IN_RANGE       
B110      20        23        31             IN_RANGE       
B111      20        24        42             IN_RANGE       
B112      20        26        40             IN_RANGE       
B113      20        23        37             IN_RANGE       
B114      20        25        39             IN_RANGE       
B115      20        21        37             IN_RANGE       
B116      20        24        36             IN_RANGE       
B117      20        21        35             IN_RANGE       
B118      20        26        42             IN_RANGE       
B119      20        23        37             IN_RANGE       
B120      20        23        39             IN_RANGE       
B121      20        24        34             IN_RANGE       
B122      20        24        40             IN_RANGE       
B123      20        23        37             IN_RANGE       
B124      20        23        37             IN_RANGE       
B125      20        25        39             IN_RANGE       
B126      20        24        40             IN_RANGE       
B127      20        23        37             IN_RANGE       
B128      20        25        41             IN_RANGE       
B129      20        24        40             IN_RANGE       
B130      20        22        38             IN_RANGE       
B131      20        26        36             IN_RANGE       
B132      20        22        40             IN_RANGE       
B133      20        24        38             IN_RANGE       
B134      20        22        36             IN_RANGE       
B135      20        23        39             IN_RANGE       
B136      20        24        34             IN_RANGE       
B137      20        24        42             IN_RANGE       
B138      20        22        34             IN_RANGE       
B139      20        25        35             IN_RANGE       
B140      20        23        39             IN_RANGE       
B141      20        22        38             IN_RANGE       
B142      20        23        41             IN_RANGE       
B143      20        23        41             IN_RANGE       
B144      20        24        40             IN_RANGE       
B145      20        22        40             IN_RANGE       
B146      20        23        39             IN_RANGE       
B147      20        20        18             IN_RANGE       
B148      20        21        33             IN_RANGE       
B149      20        23        37             IN_RANGE       
B150      20        23        37             IN_RANGE       
B151      20        21        35             IN_RANGE       
B152      20        24        40             IN_RANGE       
B153      20        24        40             IN_RANGE       
B154      20        23        39             IN_RANGE       
B155      20        22        40             IN_RANGE       
B156      20        23        39             IN_RANGE       
B157      20        21        33             IN_RANGE       
B158      20        22        36             IN_RANGE       
B159      20        25        41             IN_RANGE       
B160      20        21        37             IN_RANGE       
B161      20        22        38             IN_RANGE       
B162      20        23        37             IN_RANGE       
B163      20        21        39             IN_RANGE       
B164      20        24        36             IN_RANGE       
B165      20        24        40             IN_RANGE       
B166      20        25        41             IN_RANGE       
B167      20        22        38             IN_RANGE       
B168      20        27        41             IN_RANGE       
B169      20        25        41             IN_RANGE       
B170      20        22        36             IN_RANGE       
B171      20        23        39             IN_RANGE       
B172      20        24        40             IN_RANGE       
B173      20        22        40             IN_RANGE       
B174      20        25        33             IN_RANGE       
B175      20        26        42             IN_RANGE       
B176      20        24        40             IN_RANGE       
B177      20        22        36             IN_RANGE       
B178      20        22        38             IN_RANGE       
B179      20        21        37             IN_RANGE       
B180      20        22        38             IN_RANGE       
B181      20        23        37             IN_RANGE       
B182      20        24        36             IN_RANGE       
B183      20        23        39             IN_RANGE       
B184      20        22        40             IN_RANGE       
B185      20        24        32             IN_RANGE       
B186      20        22        38             IN_RANGE       
B187      20        24        42             IN_RANGE       
B188      20        22        40             IN_RANGE       
B189      20        21        21             IN_RANGE       
B190      20        22        34             IN_RANGE       
B191      20        21        39             IN_RANGE       
B192      20        22        38             IN_RANGE       
B193      20        25        43             IN_RANGE       
B194      20        23        39             IN_RANGE       
B195      20        23        39             IN_RANGE       
B196      20        22        38             IN_RANGE       
B197      20        23        37             IN_RANGE       
B198      20        22        20             IN_RANGE       
B199      20        25        43             IN_RANGE       
B200      20        21        27             IN_RANGE       
B201      20        21        37             IN_RANGE       
B202      20        23        35             IN_RANGE       
B203      20        21        35             IN_RANGE       
B204      20        21        25             IN_RANGE       
B205      20        24        40             IN_RANGE       
B206      20        22        36             IN_RANGE       
B207      20        22        22             IN_RANGE       
B208      20        22        38             IN_RANGE       
B209      20        22        24             IN_RANGE       
B210      20        29        37             IN_RANGE       
B211      20        23        39             IN_RANGE       
B212      20        24        38             IN_RANGE       
B213      20        24        36             IN_RANGE       
B214      20        24        40             IN_RANGE       
B215      20        23        39             IN_RANGE       
B216      20        24        42             IN_RANGE       
B217      20        24        40             IN_RANGE       
B218      20        23        37             IN_RANGE       
B219      20        24        38             IN_RANGE       
B220      20        22        36             IN_RANGE       
B221      20        22        40             IN_RANGE       
B222      20        25        41             IN_RANGE       
B223      20        22        26             IN_RANGE       
B224      20        24        38             IN_RANGE       
B225      20        24        38             IN_RANGE       
B226      20        22        38             IN_RANGE       
B227      20        25        37             IN_RANGE       
B228      20        24        40             IN_RANGE       
B229      20        23        37             IN_RANGE       
B230      20        25        41             IN_RANGE       
B231      20        21        39             IN_RANGE       
B232      20        22        32             IN_RANGE       
B233      20        24        38             IN_RANGE       
B234      20        25        39             IN_RANGE       
B235      20        23        41             IN_RANGE       
B236      20        21        33             IN_RANGE       
B237      20        23        37             IN_RANGE       
B238      20        22        34             IN_RANGE       
B239      20        20        28             IN_RANGE       
B240      20        24        36             IN_RANGE       
B241      20        24        40             IN_RANGE       
B242      20        23        35             IN_RANGE       
B243      20        24        34             IN_RANGE       
B244      20        26        42             IN_RANGE       
B245      20        22        36             IN_RANGE       
B246      20        25        41             IN_RANGE       
B247      20        24        40             IN_RANGE       
B248      20        21        35             IN_RANGE       
B249      20        23        33             IN_RANGE       
B250      20        22        40             IN_RANGE       
B251      20        26        44             IN_RANGE       
B252      20        23        25             IN_RANGE       
B253      20        24        38             IN_RANGE       
B254      20        23        41             IN_RANGE       
B255      20        22        30             IN_RANGE       
B256      20        25        41             IN_RANGE       
B257      20        23        35             IN_RANGE       
B258      20        23        39             IN_RANGE       
B259      21        24        VERTEX_MISMATCHIN_RANGE       
B260      20        21        31             IN_RANGE       
B261      20        24        40             IN_RANGE       
B262      20        27        43             IN_RANGE       
B263      20        22        40             IN_RANGE       
B264      20        23        39             IN_RANGE       
B265      20        23        37             IN_RANGE       
B266      20        25        37             IN_RANGE       
B267      20        22        36             IN_RANGE       
B268      20        22        36             IN_RANGE       
B269      20        24        42             IN_RANGE       
B270      20        23        37             IN_RANGE       
B271      20        24        38             IN_RANGE       
B272      20        23        21             IN_RANGE       
B273      20        22        34             IN_RANGE       
B274      20        24        36             IN_RANGE       
B275      20        24        34             IN_RANGE       
B276      20        22        36             IN_RANGE       
B277      20        23        41             IN_RANGE       
B278      20        25        35             IN_RANGE       
B279      20        24        38             IN_RANGE       
B280      20        22        34             IN_RANGE       
B281      20        20        16             IN_RANGE       
B282      20        22        30             IN_RANGE       
B283      20        24        34             IN_RANGE       
B284      20        23        39             IN_RANGE       
B285      20        26        42             IN_RANGE       
B286      20        25        41             IN_RANGE       
B287      20        24        40             IN_RANGE       
B288      20        24        36             IN_RANGE       
B289      20        22        38             IN_RANGE       
B290      20        24        34             IN_RANGE       
B291      20        25        43             IN_RANGE       
B292      20        24        40             IN_RANGE       
B293      20        22        38             IN_RANGE       
B294      20        22        40             IN_RANGE       
B295      20        23        37             IN_RANGE       
B296      20        21        39             IN_RANGE       
B297      20        24        42             IN_RANGE       
B298      20        22        38             IN_RANGE       
B299      20        24        36             IN_RANGE       
B300      20        23        39             IN_RANGE       
B301      20        23        39             IN_RANGE       
B302      20        22        36             IN_RANGE       
B303      20        22        36             IN_RANGE       
B304      20        22        36             IN_RANGE       
B305      20        23        41             IN_RANGE       
B306      20        25        41             IN_RANGE       
B307      20        22        34             IN_RANGE       
B308      20        23        35             IN_RANGE       
B309      20        21        31             IN_RANGE       
B310      20        23        39             IN_RANGE       
B311      20        25        41             IN_RANGE       
B312      20        24        42             IN_RANGE       
B313      20        22        28             IN_RANGE       
B314      20        20        20             IN_RANGE       
B315      20        22        26             IN_RANGE       
B316      20        24        36             IN_RANGE       
B317      20        23        41             IN_RANGE       
B318      20        25        41             IN_RANGE       
B319      20        23        41             IN_RANGE       
B320      20        24        38             IN_RANGE       
B321      20        23        33             IN_RANGE       
B322      20        24        42             IN_RANGE       
B323      20        22        36             IN_RANGE       
B324      20        23        41             IN_RANGE       
B325      20        22        36             IN_RANGE       
B326      20        21        33             IN_RANGE       
B327      20        23        37             IN_RANGE       
B328      20        22        24             IN_RANGE       
B329      20        24        42             IN_RANGE       
B330      20        21        39             IN_RANGE       
B331      20        24        34             IN_RANGE       
B332      20        23        39             IN_RANGE       
B333      20        23        41             IN_RANGE       
B334      20        23        39             IN_RANGE       
B335      20        24        38             IN_RANGE       
B336      20        21        35             IN_RANGE       
B337      20        22        24             IN_RANGE       
B338      20        24        40             IN_RANGE       
B339      20        24        40             IN_RANGE       
B340      20        23        39             IN_RANGE       
B341      20        24        32             IN_RANGE       
B342      20        23        35             IN_RANGE       
B343      20        23        35             IN_RANGE       
B344      20        22        38             IN_RANGE       
B345      20        23        31             IN_RANGE       
B346      20        23        35             IN_RANGE       
B347      20        21        25             IN_RANGE       
B348      20        24        38             IN_RANGE       
B349      20        22        36             IN_RANGE       
B350      20        23        37             IN_RANGE       
B351      20        23        41             IN_RANGE       
B352      20        22        36             IN_RANGE       
B353      20        22        36             IN_RANGE       
B354      20        23        37             IN_RANGE       
B355      20        23        37             IN_RANGE       
B356      20        25        41             IN_RANGE       
B357      20        26        34             IN_RANGE       
B358      20        22        36             IN_RANGE       
B359      20        22        24             IN_RANGE       
B360      20        23        37             IN_RANGE       
B361      20        25        41             IN_RANGE       
B362      20        24        40             IN_RANGE       
B363      20        25        39             IN_RANGE       
B364      20        23        37             IN_RANGE       
B365      20        22        36             IN_RANGE       
B366      20        22        28             IN_RANGE       
B367      20        23        35             IN_RANGE       
B368      20        22        36             IN_RANGE       
B369      20        22        36             IN_RANGE       
B370      20        24        40             IN_RANGE       
B371      20        24        38             IN_RANGE       
B372      20        24        40             IN_RANGE       
B373      20        22        36             IN_RANGE       
B374      20        23        41             IN_RANGE       
B375      20        22        40             IN_RANGE       
B376      20        21        31             IN_RANGE       
B377      20        22        38             IN_RANGE       
B378      20        24        40             IN_RANGE       
B379      20        23        37             IN_RANGE       
B380      20        25        39             IN_RANGE       
B381      20        23        37             IN_RANGE       
B382      20        25        39             IN_RANGE       
B383      20        24        40             IN_RANGE       
B384      20        23        35             IN_RANGE       
B385      20        22        36             IN_RANGE       
B386      20        25        35             IN_RANGE       
B387      20        23        39             IN_RANGE       
B388      20        25        35             IN_RANGE       
B389      20        23        37             IN_RANGE       
B390      20        22        32             IN_RANGE       
B391      20        22        38             IN_RANGE       
B392      20        23        39             IN_RANGE       
B393      20        23        35             IN_RANGE       
B394      20        22        38             IN_RANGE       
B395      20        22        34             IN_RANGE       
B396      20        24        38             IN_RANGE       
B397      20        24        40             IN_RANGE       
B398      20        24        38             IN_RANGE       
B399      20        24        40             IN_RANGE       
B400      20        24        40             IN_RANGE       
B401      20        23        37             IN_RANGE       
B402      20        24        38             IN_RANGE       
B403      20        24        40             IN_RANGE       
B404      20        22        36             IN_RANGE       
B405      20        22        34             IN_RANGE       
B406      20        22        36             IN_RANGE       
B407      20        21        37             IN_RANGE       
B408      20        23        39             IN_RANGE       
B409      20        26        40             IN_RANGE       
B410      20        23        37             IN_RANGE       
B411      20        23        39             IN_RANGE       
B412      20        25        35             IN_RANGE       
B413      20        21        39             IN_RANGE       
B414      20        22        38             IN_RANGE       
B415      20        22        30             IN_RANGE       
B416      20        21        23             IN_RANGE       
B417      20        23        35             IN_RANGE       
B418      20        24        36             IN_RANGE       
B419      20        22        30             IN_RANGE       
B420      20        21        17             IN_RANGE       
B421      20        24        36             IN_RANGE       
B422      20        25        35             IN_RANGE       
B423      20        22        34             IN_RANGE       
B424      20        24        40             IN_RANGE       
B425      20        24        32             IN_RANGE       
B426      20        24        40             IN_RANGE       
B427      20        25        35             IN_RANGE       
B428      20        24        40             IN_RANGE       
B429      20        23        35             IN_RANGE       
B430      20        22        38             IN_RANGE       
B431      20        23        41             IN_RANGE       
B432      20        23        39             IN_RANGE       
B433      20        22        34             IN_RANGE       
B434      20        24        40             IN_RANGE       
B435      20        24        38             IN_RANGE       
B436      20        25        37             IN_RANGE       
B437      20        25        37             IN_RANGE       
B438      20        22        36             IN_RANGE       
B439      20        21        27             IN_RANGE       
B440      20        24        36             IN_RANGE       
B441      20        22        38             IN_RANGE       
B442      20        21        37             IN_RANGE       
B443      20        23        33             IN_RANGE       
B444      20        20        30             IN_RANGE       
B445      20        22        38             IN_RANGE       
B446      20        23        35             IN_RANGE       
B447      20        21        35             IN_RANGE       
B448      20        23        41             IN_RANGE       
B449      20        21        37             IN_RANGE       
B450      20        21        27             IN_RANGE       
B451      20        22        28             IN_RANGE       
B452      20        23        21             IN_RANGE       
B453      20        23        37             IN_RANGE       
B454      20        23        39             IN_RANGE       
B455      20        24        36             IN_RANGE       
B456      20        24        40             IN_RANGE       
B457      20        23        35             IN_RANGE       
B458      20        24        36             IN_RANGE       
B459      20        24        38             IN_RANGE       
B460      20        24        40             IN_RANGE       
B461      20        25        41             IN_RANGE       
B462      20        25        39             IN_RANGE       
B463      20        21        37             IN_RANGE       
B464      20        23        39             IN_RANGE       
B465      20        23        41             IN_RANGE       
B466      20        22        38             IN_RANGE       
B467      20        22        32             IN_RANGE       
B468      20        23        37             IN_RANGE       
B469      20        21        35             IN_RANGE       
B470      20        25        41             IN_RANGE       
B471      20        25        41             IN_RANGE       
B472      20        23        37             IN_RANGE       
B473      20        24        38             IN_RANGE       
B474      20        25        43             IN_RANGE       
B475      20        23        39             IN_RANGE       
B476      20        23        25             IN_RANGE       
B477      20        23        41             IN_RANGE       
B478      20        24        38             IN_RANGE       
B479      20        24        34             IN_RANGE       
B480      20        23        39             IN_RANGE       
B481      20        21        31             IN_RANGE       
B482      20        25        39             IN_RANGE       
B483      20        21        29             IN_RANGE       
B484      20        24        38             IN_RANGE       
B485      20        24        38             IN_RANGE       
B486      20        22        32             IN_RANGE       
B487      20        24        40             IN_RANGE       
B488      20        22        38             IN_RANGE       
B489      20        22        28             IN_RANGE       
B490      20        25        37             IN_RANGE       
B491      20        23        41             IN_RANGE       
B492      20        21        39             IN_RANGE       
B493      20        23        37             IN_RANGE       
B494      20        24        38             IN_RANGE       
B495      20        23        37             IN_RANGE       
B496      20        21        33             IN_RANGE       
B497      20        24        38             IN_RANGE       
B498      20        25        39             IN_RANGE       
B499      20        24        40             IN_RANGE       
B500      20        24        36             IN_RANGE       

============================================================
STATISTICS (first 500 graphs from file B):
Graphs with GED <= 10: 0
Graphs with GED > 10: 499
Graphs with edges < 10: 0
Graphs with edges > 30: 0
Graphs with edges in range [10, 30]: 500
Graphs with different vertex count: 1
Total graphs processed: 500
