Graph A: 50 vertices, 918 edges
Edge thresholds: edges < 893 or edges > 943

Graph     Nodes     Edges     GED            EdgeStatus     
B153      50        913       463            IN_RANGE       
B154      50        928       448            IN_RANGE       
B155      50        904       468            IN_RANGE       
B156      50        902       474            IN_RANGE       
B157      50        937       445            IN_RANGE       
B158      50        905       495            IN_RANGE       
B159      50        889       479            BELOW          
B160      50        883       479            BELOW          
B161      50        875       459            BELOW          
B162      50        917       447            IN_RANGE       
B163      50        897       489            IN_RANGE       
B164      50        906       478            IN_RANGE       
B165      50        930       438            IN_RANGE       
B166      50        921       449            IN_RANGE       
B167      50        921       477            IN_RANGE       
B168      50        886       476            BELOW          
B169      50        894       482            IN_RANGE       
B170      50        903       465            IN_RANGE       
B171      50        895       491            IN_RANGE       
B172      50        901       469            IN_RANGE       
B173      50        906       452            IN_RANGE       
B174      50        904       482            IN_RANGE       
B175      50        884       474            BELOW          
B176      50        913       467            IN_RANGE       
B177      50        898       460            IN_RANGE       
B178      50        885       471            BELOW          
B179      50        889       469            BELOW          
B180      50        888       488            BELOW          
B181      50        891       471            BELOW          
B182      50        925       455            IN_RANGE       
B183      50        899       451            IN_RANGE       
B184      50        935       451            IN_RANGE       
B185      50        900       470            IN_RANGE       
B186      50        903       475            IN_RANGE       
B187      50        907       489            IN_RANGE       
B188      50        873       467            BELOW          
B189      50        898       476            IN_RANGE       
B190      50        899       461            IN_RANGE       
B191      50        897       463            IN_RANGE       
B192      50        925       449            IN_RANGE       
B193      50        920       446            IN_RANGE       
B194      50        891       473            BELOW          
B195      50        884       470            BELOW          
B196      50        919       453            IN_RANGE       
B197      50        910       468            IN_RANGE       
B198      50        932       452            IN_RANGE       
B199      50        915       473            IN_RANGE       
B200      50        915       469            IN_RANGE       
B201      50        891       485            BELOW          
B202      50        902       474            IN_RANGE       
B203      50        897       457            IN_RANGE       
B204      50        915       451            IN_RANGE       
B205      50        891       461            BELOW          
B206      50        904       456            IN_RANGE       
B207      50        914       470            IN_RANGE       
B208      50        907       445            IN_RANGE       
B209      50        931       471            IN_RANGE       
B210      50        891       463            BELOW          
B211      50        926       442            IN_RANGE       
B212      50        925       461            IN_RANGE       
B213      50        934       456            IN_RANGE       
B214      50        913       487            IN_RANGE       
B215      50        912       446            IN_RANGE       
B216      50        904       502            IN_RANGE       
B217      50        894       454            IN_RANGE       
B218      50        928       422            IN_RANGE       
B219      50        892       466            BELOW          
B220      50        890       458            BELOW          
B221      50        910       448            IN_RANGE       
B222      50        917       475            IN_RANGE       
B223      50        918       470            IN_RANGE       
B224      50        893       457            IN_RANGE       
B225      50        943       451            IN_RANGE       
B226      50        882       484            BELOW          
B227      50        879       507            BELOW          
B228      50        912       456            IN_RANGE       
B229      50        907       461            IN_RANGE       
B230      50        907       483            IN_RANGE       
B231      50        925       455            IN_RANGE       
B232      50        890       454            BELOW          
B233      50        944       456            ABOVE          
B234      50        925       443            IN_RANGE       
B235      50        915       465            IN_RANGE       
B236      50        922       450            IN_RANGE       
B237      50        911       479            IN_RANGE       
B238      50        916       428            IN_RANGE       
B239      50        902       452            IN_RANGE       
B240      50        898       484            IN_RANGE       
B241      50        917       433            IN_RANGE       
B242      50        925       445            IN_RANGE       
B243      50        908       478            IN_RANGE       
B244      50        897       477            IN_RANGE       
B245      50        921       451            IN_RANGE       
B246      50        893       449            IN_RANGE       
B247      50        886       460            BELOW          
B248      50        884       486            BELOW          
B249      50        890       464            BELOW          
B250      50        889       493            BELOW          
B251      50        921       483            IN_RANGE       
B252      50        894       476            IN_RANGE       
B253      50        893       475            IN_RANGE       
B254      50        885       465            BELOW          
B255      50        889       491            BELOW          
B256      50        918       466            IN_RANGE       
B257      50        863       477            BELOW          
B258      50        881       497            BELOW          
B259      50        929       441            IN_RANGE       
B260      50        892       464            BELOW          
B261      50        888       480            BELOW          
B262      50        882       474            BELOW          
B263      50        926       454            IN_RANGE       
B264      50        898       448            IN_RANGE       
B265      50        929       457            IN_RANGE       
B266      50        922       450            IN_RANGE       
B267      50        900       460            IN_RANGE       
B268      50        917       477            IN_RANGE       
B269      50        904       478            IN_RANGE       
B270      50        918       456            IN_RANGE       
B271      50        907       473            IN_RANGE       
B272      50        922       478            IN_RANGE       
B273      50        903       457            IN_RANGE       
B274      50        896       452            IN_RANGE       
B275      50        903       451            IN_RANGE       
B276      50        923       431            IN_RANGE       
B277      50        903       465            IN_RANGE       
B278      50        885       477            BELOW          
B279      50        925       471            IN_RANGE       
B280      50        905       457            IN_RANGE       
B281      50        882       480            BELOW          
B282      50        920       450            IN_RANGE       
B283      50        915       459            IN_RANGE       
B284      50        905       459            IN_RANGE       
B285      50        875       493            BELOW          
B286      50        875       485            BELOW          
B287      50        909       473            IN_RANGE       
B288      50        906       492            IN_RANGE       
B289      50        928       454            IN_RANGE       
B290      50        931       433            IN_RANGE       
B291      50        886       456            BELOW          
B292      50        895       491            IN_RANGE       
B293      50        879       477            BELOW          
B294      50        900       460            IN_RANGE       
B295      50        898       464            IN_RANGE       
B296      50        887       477            BELOW          
B297      50        902       424            IN_RANGE       
B298      50        911       467            IN_RANGE       
B299      50        904       468            IN_RANGE       
B300      50        890       472            BELOW          
B301      50        912       478            IN_RANGE       
B302      50        872       496            BELOW          
B303      50        932       450            IN_RANGE       
B304      50        891       485            BELOW          
B305      50        901       459            IN_RANGE       
B306      50        900       464            IN_RANGE       
B307      50        896       468            IN_RANGE       
B308      50        908       474            IN_RANGE       
B309      50        889       471            BELOW          
B310      50        932       446            IN_RANGE       
B311      50        891       461            BELOW          
B312      50        923       463            IN_RANGE       
B313      50        901       455            IN_RANGE       
B314      50        901       475            IN_RANGE       
B315      50        912       472            IN_RANGE       
B316      50        934       428            IN_RANGE       
B317      50        884       478            BELOW          
B318      50        904       456            IN_RANGE       
B319      50        903       467            IN_RANGE       
B320      50        895       485            IN_RANGE       
B321      50        900       480            IN_RANGE       
B322      50        901       475            IN_RANGE       
B323      50        887       453            BELOW          
B324      50        915       459            IN_RANGE       
B325      50        906       480            IN_RANGE       
B326      50        906       444            IN_RANGE       
B327      50        872       494            BELOW          
B328      50        916       444            IN_RANGE       
B329      50        897       457            IN_RANGE       
B330      50        891       479            BELOW          
B331      50        890       484            BELOW          
B332      50        930       448            IN_RANGE       
B333      50        918       466            IN_RANGE       
B334      50        917       453            IN_RANGE       
B335      50        933       455            IN_RANGE       
B336      50        922       460            IN_RANGE       
B337      50        917       457            IN_RANGE       
B338      50        907       463            IN_RANGE       
B339      50        922       438            IN_RANGE       
B340      50        913       439            IN_RANGE       
B341      50        885       493            BELOW          
B342      50        915       469            IN_RANGE       
B343      50        913       463            IN_RANGE       
B344      50        903       483            IN_RANGE       
B345      50        880       470            BELOW          
B346      50        923       469            IN_RANGE       
B347      50        913       487            IN_RANGE       
B348      50        899       477            IN_RANGE       
B349      50        892       470            BELOW          
B350      50        909       477            IN_RANGE       
B351      50        909       487            IN_RANGE       
B352      50        917       455            IN_RANGE       
B353      50        909       453            IN_RANGE       
B354      50        888       476            BELOW          
B355      50        931       431            IN_RANGE       
B356      50        916       464            IN_RANGE       
B357      50        893       491            IN_RANGE       
B358      50        905       483            IN_RANGE       
B359      50        898       444            IN_RANGE       
B360      50        904       456            IN_RANGE       
B361      50        906       474            IN_RANGE       
B362      50        912       456            IN_RANGE       
B363      50        888       472            BELOW          
B364      50        909       481            IN_RANGE       
B365      50        921       447            IN_RANGE       
B366      50        903       457            IN_RANGE       
B367      50        889       471            BELOW          
B368      50        918       456            IN_RANGE       
B369      50        905       459            IN_RANGE       
B370      50        939       455            IN_RANGE       
B371      50        898       462            IN_RANGE       
B372      50        886       472            BELOW          
B373      50        940       462            IN_RANGE       
B374      50        905       461            IN_RANGE       
B375      50        921       455            IN_RANGE       
B376      50        922       478            IN_RANGE       
B377      50        916       464            IN_RANGE       
B378      50        887       479            BELOW          
B379      50        899       451            IN_RANGE       
B380      50        898       454            IN_RANGE       
B381      50        907       469            IN_RANGE       
B382      50        901       485            IN_RANGE       
B383      50        892       458            BELOW          
B384      50        907       455            IN_RANGE       
B385      50        928       422            IN_RANGE       
B386      50        927       437            IN_RANGE       
B387      50        906       472            IN_RANGE       
B388      50        898       472            IN_RANGE       
B389      50        894       474            IN_RANGE       
B390      50        908       476            IN_RANGE       
B391      50        928       444            IN_RANGE       
B392      50        902       450            IN_RANGE       
B393      50        902       482            IN_RANGE       
B394      50        903       449            IN_RANGE       
B395      50        888       478            BELOW          
B396      50        896       450            IN_RANGE       
B397      50        900       460            IN_RANGE       
B398      50        895       483            IN_RANGE       
B399      50        928       462            IN_RANGE       
B400      50        906       460            IN_RANGE       
B401      50        895       497            IN_RANGE       
B402      50        926       462            IN_RANGE       
B403      50        883       467            BELOW          
B404      50        941       445            IN_RANGE       
B405      50        890       480            BELOW          
B406      50        902       484            IN_RANGE       
B407      50        897       471            IN_RANGE       
B408      50        918       452            IN_RANGE       
B409      50        899       473            IN_RANGE       
B410      50        874       492            BELOW          
B411      50        895       459            IN_RANGE       
B412      50        897       467            IN_RANGE       
B413      50        878       462            BELOW          
B414      50        915       463            IN_RANGE       
B415      50        890       462            BELOW          
B416      50        887       483            BELOW          
B417      50        909       467            IN_RANGE       
B418      50        913       449            IN_RANGE       
B419      50        918       460            IN_RANGE       
B420      50        912       464            IN_RANGE       
B421      50        899       511            IN_RANGE       
B422      50        886       484            BELOW          
B423      50        895       471            IN_RANGE       
B424      50        878       500            BELOW          
B425      50        888       486            BELOW          
B426      50        898       496            IN_RANGE       
B427      50        911       489            IN_RANGE       
B428      50        902       476            IN_RANGE       
B429      50        902       484            IN_RANGE       
B430      50        900       476            IN_RANGE       
B431      50        919       441            IN_RANGE       
B432      50        933       441            IN_RANGE       
B433      50        911       489            IN_RANGE       
B434      50        919       437            IN_RANGE       
B435      50        886       464            BELOW          
B436      50        925       441            IN_RANGE       
B437      50        881       475            BELOW          
B438      50        916       454            IN_RANGE       
B439      50        879       487            BELOW          
B440      50        902       488            IN_RANGE       
B441      50        892       466            BELOW          
B442      50        926       462            IN_RANGE       
B443      50        900       474            IN_RANGE       
B444      50        904       468            IN_RANGE       
B445      50        922       454            IN_RANGE       
B446      50        888       494            BELOW          
B447      50        913       459            IN_RANGE       
B448      50        884       470            BELOW          
B449      50        919       471            IN_RANGE       
B450      50        907       471            IN_RANGE       
B451      50        928       458            IN_RANGE       
B452      50        885       489            BELOW          
B453      50        902       462            IN_RANGE       
B454      50        876       470            BELOW          
B455      50        897       465            IN_RANGE       
B456      50        914       470            IN_RANGE       
B457      50        887       475            BELOW          
B458      50        908       466            IN_RANGE       
B459      50        916       452            IN_RANGE       
B460      50        915       467            IN_RANGE       
B461      50        906       464            IN_RANGE       
B462      50        915       449            IN_RANGE       
B463      50        905       489            IN_RANGE       
B464      50        916       456            IN_RANGE       
B465      50        929       449            IN_RANGE       
B466      50        897       487            IN_RANGE       
B467      50        922       460            IN_RANGE       
B468      50        882       464            BELOW          
B469      50        922       444            IN_RANGE       
B470      50        896       472            IN_RANGE       
B471      50        891       463            BELOW          
B472      50        915       449            IN_RANGE       
B473      50        902       458            IN_RANGE       
B474      50        913       469            IN_RANGE       
B475      50        895       495            IN_RANGE       
B476      50        903       429            IN_RANGE       
B477      50        900       482            IN_RANGE       
B478      50        911       463            IN_RANGE       
B479      50        904       456            IN_RANGE       
B480      50        907       459            IN_RANGE       
B481      50        895       477            IN_RANGE       
B482      50        898       476            IN_RANGE       
B483      50        919       457            IN_RANGE       
B484      50        907       455            IN_RANGE       
B485      50        898       478            IN_RANGE       
B486      50        921       471            IN_RANGE       
B487      50        902       442            IN_RANGE       
B488      50        926       464            IN_RANGE       
B489      50        906       466            IN_RANGE       
B490      50        889       445            BELOW          
B491      50        882       456            BELOW          
B492      50        921       451            IN_RANGE       
B493      50        901       465            IN_RANGE       
B494      50        909       477            IN_RANGE       
B495      50        917       445            IN_RANGE       
B496      50        921       459            IN_RANGE       
B497      50        907       445            IN_RANGE       
B498      50        906       470            IN_RANGE       
B499      50        902       476            IN_RANGE       
B500      50        901       467            IN_RANGE       

============================================================
STATISTICS (first 500 graphs from file B):
Graphs with GED <= 25: 0
Graphs with GED > 25: 500
Graphs with edges < 893: 105
Graphs with edges > 943: 1
Graphs with edges in range [893, 943]: 394
Graphs with different vertex count: 0
Total graphs processed: 500
